"Year - Month","Population","Rate of ED visits","Count of ED visits","change of ED visits (%)","Rate of Hospitalizations","Count of Hospitalizations","change of Hospitalizations (%)","Rate of Deaths","Count of Deaths","change of Deaths (%)"
"2014 - 09","201720","5.9","1","-90.0","5.9","1","0.0","0","0","NaN.0"
"2014 - 10","201787","17.8","3","200.0","5.9","1","0.0","5.9","1","NaN.0"
"2014 - 11","201855","23.8","4","33.3","23.8","4","300.0","5.9","1","0.0"
"2014 - 12","201922","11.9","2","-50.0","5.9","1","-75.0","0","0","-100.0"
"2015 - 01","201990","11.9","2","0.0","0","0","-100.0","0","0","NaN.0"
"2015 - 02","202057","11.9","2","0.0","0","0","NaN.0","5.9","1","NaN.0"
"2015 - 03","202124","17.8","3","50.0","5.9","1","NaN.0","0","0","-100.0"
"2015 - 04","202192","29.7","5","66.7","17.8","3","200.0","11.9","2","NaN.0"
"2015 - 05","202259","29.7","5","0.0","5.9","1","-66.7","0","0","-100.0"
"2015 - 06","202327","29.7","5","0.0","23.7","4","300.0","0","0","NaN.0"
"2015 - 07","202394","29.6","5","0.0","23.7","4","0.0","0","0","NaN.0"
"2015 - 08","202483","23.7","4","-20.0","23.7","4","0.0","0","0","NaN.0"
"2015 - 09","202573","35.5","6","50.0","23.7","4","0.0","0","0","NaN.0"
"2015 - 10","202662","29.6","5","-16.7","17.8","3","-25.0","5.9","1","NaN.0"
"2015 - 11","202751","17.8","3","-40.0","23.7","4","33.3","17.8","3","200.0"
"2015 - 12","202840","23.7","4","33.3","5.9","1","-75.0","5.9","1","-66.7"
"2016 - 01","202930","35.5","6","50.0","5.9","1","0.0","23.7","4","300.0"
"2016 - 02","203019","29.6","5","-16.7","17.7","3","200.0","0","0","-100.0"
"2016 - 03","203108","29.5","5","0.0","11.8","2","-33.3","11.8","2","NaN.0"
"2016 - 04","203197","29.5","5","0.0","35.4","6","200.0","5.9","1","-50.0"
"2016 - 05","203287","53.1","9","80.0","35.4","6","0.0","5.9","1","0.0"
"2016 - 06","203376","59","10","11.1","29.5","5","-16.7","5.9","1","0.0"
"2016 - 07","203465","23.6","4","-60.0","11.8","2","-60.0","0","0","-100.0"
"2016 - 08","203590","53","9","125.0","29.5","5","150.0","0","0","NaN.0"
"2016 - 09","203716","41.2","7","-22.2","23.6","4","-20.0","0","0","NaN.0"
"2016 - 10","203841","53","9","28.6","47.1","8","100.0","0","0","NaN.0"
"2016 - 11","203967","29.4","5","-44.4","52.9","9","12.5","5.9","1","NaN.0"
"2016 - 12","204092","35.3","6","20.0","29.4","5","-44.4","11.8","2","100.0"
"2017 - 01","204218","47","8","33.3","11.8","2","-60.0","0","0","-100.0"
"2017 - 02","204343","23.5","4","-50.0","17.6","3","50.0","5.9","1","NaN.0"
"2017 - 03","204468","35.2","6","50.0","47","8","166.7","5.9","1","0.0"
"2017 - 04","204594","129","22","266.7","58.7","10","25.0","5.9","1","0.0"
"2017 - 05","204719","41","7","-68.2","23.4","4","-60.0","0","0","-100.0"
"2017 - 06","204845","52.7","9","28.6","46.9","8","100.0","5.9","1","NaN.0"
"2017 - 07","204970","87.8","15","66.7","46.8","8","0.0","0","0","-100.0"
"2017 - 08","205086","64.4","11","-26.7","23.4","4","-50.0","11.7","2","NaN.0"
"2017 - 09","205202","52.6","9","-18.2","17.5","3","-25.0","5.8","1","-50.0"
"2017 - 10","205318","76","13","44.4","29.2","5","66.7","5.8","1","0.0"
"2017 - 11","205433","64.3","11","-15.4","23.4","4","-20.0","11.7","2","100.0"
"2017 - 12","205549","75.9","13","18.2","23.4","4","0.0","11.7","2","0.0"
"2018 - 01","205665","40.8","7","-46.2","17.5","3","-25.0","0","0","-100.0"
"2018 - 02","205781","5.8","1","-85.7","35","6","100.0","11.7","2","NaN.0"
"2018 - 03","205897","46.6","8","700.0","11.7","2","-66.7","11.7","2","0.0"
"2018 - 04","206013","52.4","9","12.5","34.9","6","200.0","11.6","2","0.0"
"2018 - 05","206128","93.1","16","77.8","23.3","4","-33.3","5.8","1","-50.0"
"2018 - 06","206244","81.5","14","-12.5","34.9","6","50.0","5.8","1","0.0"
"2018 - 07","206360","75.6","13","-7.1","46.5","8","33.3","11.6","2","100.0"
"2018 - 08","206472","58.1","10","-23.1","23.2","4","-50.0","5.8","1","-50.0"
"2018 - 09","206583","58.1","10","0.0","34.9","6","50.0","0","0","-100.0"
"2018 - 10","206695","63.9","11","10.0","46.4","8","33.3","17.4","3","NaN.0"
"2018 - 11","206806","63.8","11","0.0","46.4","8","0.0","29","5","66.7"
"2018 - 12","206918","116","20","81.8","17.4","3","-62.5","23.2","4","-20.0"
