"Year - Month","Population","Rate of ED visits","Count of ED visits","change of ED visits (%)","Rate of Hospitalizations","Count of Hospitalizations","change of Hospitalizations (%)","Rate of Deaths","Count of Deaths","change of Deaths (%)"
"2006 - 03","843240","10","7","-41.7","2.8","2","-71.4","2.8","2","0.0"
"2006 - 04","843911","12.8","9","28.6","4.3","3","50.0","1.4","1","-50.0"
"2006 - 05","844581","11.4","8","-11.1","11.4","8","166.7","2.8","2","100.0"
"2006 - 06","845252","14.2","10","25.0","4.3","3","-62.5","0","0","-100.0"
"2006 - 07","845922","14.2","10","0.0","8.5","6","100.0","0","0","NaN.0"
"2006 - 08","846723","8.5","6","-40.0","5.7","4","-33.3","4.3","3","NaN.0"
"2006 - 09","847523","11.3","8","33.3","4.2","3","-25.0","0","0","-100.0"
"2006 - 10","848324","15.6","11","37.5","4.2","3","0.0","2.8","2","NaN.0"
"2006 - 11","849125","5.7","4","-63.6","2.8","2","-33.3","4.2","3","50.0"
"2006 - 12","849925","15.5","11","175.0","7.1","5","150.0","1.4","1","-66.7"
"2007 - 01","850726","11.3","8","-27.3","5.6","4","-20.0","1.4","1","0.0"
"2007 - 02","851527","12.7","9","12.5","2.8","2","-50.0","1.4","1","0.0"
"2007 - 03","852327","9.9","7","-22.2","2.8","2","0.0","4.2","3","200.0"
"2007 - 04","853128","15.5","11","57.1","7","5","150.0","2.8","2","-33.3"
"2007 - 05","853929","19.7","14","27.3","5.6","4","-20.0","0","0","-100.0"
"2007 - 06","854729","8.4","6","-57.1","4.2","3","-25.0","0","0","NaN.0"
"2007 - 07","855530","8.4","6","0.0","7","5","66.7","4.2","3","NaN.0"
"2007 - 08","856654","4.2","3","-50.0","4.2","3","-40.0","1.4","1","-66.7"
"2007 - 09","857778","5.6","4","33.3","7","5","66.7","4.2","3","200.0"
"2007 - 10","858901","12.6","9","125.0","9.8","7","40.0","2.8","2","-33.3"
"2007 - 11","860025","16.7","12","33.3","5.6","4","-42.9","2.8","2","0.0"
"2007 - 12","861149","5.6","4","-66.7","9.8","7","75.0","2.8","2","0.0"
"2008 - 01","862273","15.3","11","175.0","8.4","6","-14.3","2.8","2","0.0"
"2008 - 02","863396","18.1","13","18.2","5.6","4","-33.3","0","0","-100.0"
"2008 - 03","864520","5.6","4","-69.2","0","0","-100.0","1.4","1","NaN.0"
"2008 - 04","865644","16.6","12","200.0","4.2","3","NaN.0","0","0","-100.0"
"2008 - 05","866768","11.1","8","-33.3","4.2","3","0.0","0","0","NaN.0"
"2008 - 06","867891","9.7","7","-12.5","2.8","2","-33.3","1.4","1","NaN.0"
"2008 - 07","869015","11","8","14.3","4.1","3","50.0","4.1","3","200.0"
"2008 - 08","870242","11","8","0.0","9.7","7","133.3","1.4","1","-66.7"
"2008 - 09","871469","13.8","10","25.0","5.5","4","-42.9","0","0","-100.0"
"2008 - 10","872697","11","8","-20.0","12.4","9","125.0","1.4","1","NaN.0"
"2008 - 11","873924","8.2","6","-25.0","4.1","3","-66.7","1.4","1","0.0"
"2008 - 12","875151","11","8","33.3","5.5","4","33.3","5.5","4","300.0"
"2009 - 01","876378","8.2","6","-25.0","5.5","4","0.0","4.1","3","-25.0"
